0.0000002,1.396
0.000000225,1.373
0.00000025,1.362
0.000000275,1.354
0.0000003,1.349
0.000000325,1.346
0.00000035,1.343
0.000000375,1.341
0.0000004,1.339
0.000000425,1.338
0.00000045,1.337
0.000000475,1.336
0.0000005,1.335
0.000000525,1.334
0.00000055,1.333
0.000000575,1.333
0.0000006,1.332
0.000000625,1.332
0.00000065,1.331
0.000000675,1.331
0.0000007,1.331
0.000000725,1.33
0.00000075,1.33
0.000000775,1.33
0.0000008,1.329
0.000000825,1.329
0.00000085,1.329
0.000000875,1.328
0.0000009,1.328
0.000000925,1.328
0.00000095,1.327
0.000000975,1.327
0.000001,1.327
0.0000012,1.324
0.0000014,1.321
0.0000016,1.317
0.0000018,1.312
0.000002,1.306
0.0000022,1.296
0.0000024,1.279
0.0000026,1.242
0.00000265,1.219
0.0000027,1.188
0.00000275,1.157
0.0000028,1.142
0.00000285,1.149
0.0000029,1.201
0.00000295,1.292
0.000003,1.371
0.00000305,1.426
0.0000031,1.467
0.00000315,1.483
0.0000032,1.478
0.00000325,1.467
0.0000033,1.45
0.00000335,1.432
0.0000034,1.42
0.00000345,1.41
0.0000035,1.4
0.0000036,1.385
0.0000037,1.374
0.0000038,1.364
0.0000039,1.357
0.000004,1.351
0.0000041,1.346
0.0000042,1.342
0.0000043,1.338
0.0000044,1.334
0.0000045,1.332
0.0000046,1.33
0.0000047,1.33
0.0000048,1.33
0.0000049,1.328
0.000005,1.325
0.0000051,1.322
0.0000052,1.317
0.0000053,1.312
0.0000054,1.305
0.0000055,1.298
0.0000056,1.289
0.0000057,1.277
0.0000058,1.262
0.0000059,1.248
0.000006,1.265
0.0000061,1.319
0.0000062,1.363
0.0000063,1.357
0.0000064,1.347
0.0000065,1.339
0.0000066,1.334
0.0000067,1.329
0.0000068,1.324
0.0000069,1.321
0.000007,1.317
